Id,Country,Sampling date,Penicillin resistance,Macrolide resistance,Type
Pnc_1751,South Africa,2015-02-05,Resistant,Sensitive,A
Pnc_1752,USA,2017-02-21,Sensitive,Resistant,B
Pnc_1753,USA,2020-09-07,Sensitive,Resistant,B
Pnc_1754,USA,2007-02-05,Sensitive,Resistant,B
Pnc_1755,South Africa,2011-06-22,Resistant,Sensitive,B
Pnc_1756,South Africa,2000-04-25,Sensitive,Sensitive,B
Pnc_1757,South Africa,2001-04-09,Resistant,Resistant,B
Pnc_1758,USA,2005-10-01,Sensitive,Resistant,A
Pnc_1759,USA,2009-12-19,Sensitive,Resistant,A
Pnc_1760,USA,2007-09-23,Sensitive,Resistant,A
Pnc_1761,South Africa,2005-12-06,Resistant,Sensitive,B
Pnc_1762,USA,2003-04-09,Sensitive,Sensitive,A
Pnc_1763,South Africa,2001-11-15,Sensitive,Sensitive,B
Pnc_1764,South Africa,2011-04-01,Sensitive,Sensitive,A
Pnc_1765,South Africa,2012-03-25,Resistant,Sensitive,B
Pnc_1766,USA,2014-09-25,Sensitive,Resistant,B
Pnc_1767,South Africa,2002-06-09,Sensitive,Sensitive,A
Pnc_1768,USA,2011-08-03,Sensitive,Sensitive,B
Pnc_1769,USA,2018-06-21,Sensitive,Resistant,B
Pnc_1770,South Africa,2017-09-25,Resistant,Sensitive,A
Pnc_1771,USA,2009-12-21,Sensitive,Resistant,B
Pnc_1772,USA,2020-09-16,Sensitive,Resistant,A
Pnc_1773,South Africa,2001-07-04,Sensitive,Sensitive,A
Pnc_1774,South Africa,2006-09-21,Resistant,Sensitive,A
Pnc_1775,USA,2013-01-22,Sensitive,Sensitive,B
Pnc_1776,South Africa,2000-04-27,Resistant,Sensitive,B
Pnc_1777,USA,2009-03-21,Sensitive,Resistant,A
Pnc_1778,South Africa,2008-05-14,Resistant,Resistant,A
Pnc_1779,South Africa,2012-01-21,Sensitive,Sensitive,A
Pnc_1780,USA,2009-01-27,Sensitive,Resistant,B
Pnc_1781,USA,2012-08-31,Sensitive,Resistant,B
Pnc_1782,South Africa,2012-08-05,Resistant,Sensitive,A
Pnc_1783,South Africa,2011-02-27,Resistant,Sensitive,A
Pnc_1784,USA,2003-06-25,Sensitive,Sensitive,A
Pnc_1785,USA,2010-06-25,Sensitive,Resistant,B
Pnc_1786,USA,2010-04-21,Resistant,Sensitive,B
Pnc_1787,USA,2017-06-04,Sensitive,Sensitive,B
Pnc_1788,USA,2008-05-11,Sensitive,Sensitive,B
Pnc_1789,USA,2008-10-17,Sensitive,Sensitive,A
Pnc_1790,South Africa,2000-01-04,Sensitive,Sensitive,B
Pnc_1791,USA,2003-06-06,Sensitive,Resistant,A
Pnc_1792,South Africa,2010-07-24,Resistant,Sensitive,A
Pnc_1793,South Africa,2011-12-09,Sensitive,Resistant,A
Pnc_1794,USA,2020-11-27,Sensitive,Sensitive,B
Pnc_1795,USA,2016-04-17,Resistant,Resistant,B
Pnc_1796,South Africa,2010-11-30,Sensitive,Sensitive,B
Pnc_1797,South Africa,2003-04-21,Sensitive,Resistant,A
Pnc_1798,South Africa,2014-03-28,Sensitive,Sensitive,B
Pnc_1799,South Africa,2008-06-29,Resistant,Sensitive,B
Pnc_1800,South Africa,2010-03-23,Resistant,Sensitive,A
Pnc_1801,South Africa,2004-07-10,Sensitive,Resistant,B
Pnc_1802,USA,2013-03-15,Sensitive,Sensitive,B
Pnc_1803,USA,2020-04-09,Sensitive,Sensitive,B
Pnc_1804,South Africa,2002-01-13,Resistant,Sensitive,A
Pnc_1805,South Africa,2020-07-04,Sensitive,Sensitive,B
Pnc_1806,South Africa,2011-06-27,Resistant,Resistant,A
Pnc_1807,South Africa,2019-07-03,Resistant,Sensitive,A
Pnc_1808,South Africa,2009-09-26,Resistant,Sensitive,B
Pnc_1809,USA,2008-02-06,Sensitive,Resistant,B
Pnc_1810,USA,2001-01-26,Sensitive,Resistant,A
Pnc_1811,USA,2005-11-21,Sensitive,Resistant,B
Pnc_1812,USA,2016-07-28,Sensitive,Resistant,B
Pnc_1813,USA,2017-02-08,Sensitive,Resistant,B
Pnc_1814,South Africa,2006-07-11,Sensitive,Sensitive,B
Pnc_1815,USA,2018-09-28,Resistant,Sensitive,B
Pnc_1816,South Africa,2005-12-02,Resistant,Sensitive,A
Pnc_1817,USA,2020-03-06,Sensitive,Sensitive,B
Pnc_1818,South Africa,2009-11-03,Sensitive,Resistant,B
Pnc_1819,USA,2004-05-24,Sensitive,Sensitive,A
Pnc_1820,South Africa,2018-06-06,Sensitive,Sensitive,A
Pnc_1821,South Africa,2012-03-23,Sensitive,Sensitive,A
Pnc_1822,USA,2020-07-08,Sensitive,Resistant,B
Pnc_1823,USA,2014-07-17,Sensitive,Resistant,B
Pnc_1824,South Africa,2007-03-04,Resistant,Sensitive,A
Pnc_1825,South Africa,2005-02-11,Resistant,Sensitive,A
Pnc_1826,South Africa,2007-11-04,Sensitive,Sensitive,B
Pnc_1827,South Africa,2014-12-29,Resistant,Sensitive,B
Pnc_1828,USA,2003-11-21,Sensitive,Sensitive,A
Pnc_1829,South Africa,2014-12-10,Resistant,Sensitive,B
Pnc_1830,USA,2008-04-24,Sensitive,Resistant,A
Pnc_1831,South Africa,2011-09-01,Sensitive,Sensitive,A
Pnc_1832,South Africa,2001-10-23,Sensitive,Resistant,B
Pnc_1833,South Africa,2008-07-02,Sensitive,Sensitive,B
Pnc_1834,South Africa,2006-04-29,Resistant,Sensitive,A
Pnc_1835,USA,2003-06-27,Sensitive,Sensitive,A
Pnc_1836,South Africa,2009-11-08,Resistant,Sensitive,B
Pnc_1837,South Africa,2016-09-11,Sensitive,Sensitive,B
Pnc_1838,South Africa,2013-01-15,Resistant,Sensitive,B
Pnc_1839,South Africa,2005-07-30,Sensitive,Sensitive,A
Pnc_1840,USA,2018-03-15,Sensitive,Resistant,B
Pnc_1841,South Africa,2010-06-22,Sensitive,Sensitive,B
Pnc_1842,USA,2000-05-29,Sensitive,Resistant,B
Pnc_1843,USA,2012-08-06,Sensitive,Sensitive,B
Pnc_1844,South Africa,2015-01-03,Sensitive,Sensitive,A
Pnc_1845,USA,2017-03-03,Sensitive,Sensitive,A
Pnc_1846,South Africa,2013-02-19,Sensitive,Sensitive,B
Pnc_1847,USA,2007-07-03,Sensitive,Resistant,A
Pnc_1848,South Africa,2012-05-29,Resistant,Sensitive,B
Pnc_1849,USA,2000-04-23,Sensitive,Resistant,A
Pnc_1850,USA,2018-12-26,Sensitive,Resistant,B
Pnc_1851,South Africa,2002-10-30,Resistant,Sensitive,A
Pnc_1852,South Africa,2018-01-02,Sensitive,Sensitive,A
Pnc_1853,South Africa,2007-08-24,Resistant,Resistant,B
Pnc_1854,USA,2003-04-08,Resistant,Sensitive,A
Pnc_1855,USA,2009-05-24,Resistant,Sensitive,A
Pnc_1856,South Africa,2015-05-17,Resistant,Sensitive,A
Pnc_1857,South Africa,2003-03-03,Sensitive,Sensitive,B
Pnc_1858,USA,2017-03-06,Sensitive,Resistant,B
Pnc_1859,USA,2016-06-20,Sensitive,Resistant,B
Pnc_1860,USA,2006-03-19,Sensitive,Sensitive,B
Pnc_1861,South Africa,2004-02-16,Resistant,Sensitive,A
Pnc_1862,USA,2000-05-23,Sensitive,Sensitive,A
Pnc_1863,South Africa,2002-01-25,Sensitive,Sensitive,B
Pnc_1864,USA,2018-09-22,Sensitive,Sensitive,B
Pnc_1865,USA,2007-12-11,Sensitive,Resistant,A
Pnc_1866,USA,2010-11-29,Sensitive,Sensitive,B
Pnc_1867,USA,2018-09-21,Sensitive,Sensitive,B
Pnc_1868,South Africa,2004-11-25,Sensitive,Sensitive,B
Pnc_1869,USA,2005-02-16,Sensitive,Resistant,A
Pnc_1870,USA,2002-06-04,Sensitive,Sensitive,B
Pnc_1871,USA,2003-08-13,Resistant,Sensitive,A
Pnc_1872,USA,2015-06-24,Sensitive,Sensitive,B
Pnc_1873,South Africa,2012-09-06,Sensitive,Sensitive,A
Pnc_1874,USA,2015-09-17,Sensitive,Sensitive,B
Pnc_1875,South Africa,2020-01-29,Resistant,Sensitive,B
Pnc_1876,USA,2008-10-31,Sensitive,Sensitive,A
Pnc_1877,USA,2002-01-24,Sensitive,Sensitive,B
Pnc_1878,South Africa,2007-09-12,Resistant,Sensitive,B
Pnc_1879,South Africa,2019-01-20,Sensitive,Sensitive,B
Pnc_1880,South Africa,2019-04-16,Resistant,Resistant,B
Pnc_1881,South Africa,2000-08-11,Sensitive,Sensitive,B
Pnc_1882,South Africa,2009-09-15,Resistant,Sensitive,A
Pnc_1883,South Africa,2019-02-15,Sensitive,Resistant,A
Pnc_1884,USA,2018-01-05,Sensitive,Resistant,B
Pnc_1885,USA,2008-10-16,Sensitive,Sensitive,B
Pnc_1886,South Africa,2014-12-31,Sensitive,Sensitive,A
Pnc_1887,USA,2013-01-30,Sensitive,Resistant,B
Pnc_1888,USA,2001-06-26,Sensitive,Sensitive,A
Pnc_1889,South Africa,2011-06-10,Sensitive,Resistant,B
Pnc_1890,South Africa,2002-04-07,Sensitive,Sensitive,A
Pnc_1891,USA,2011-02-10,Sensitive,Resistant,B
Pnc_1892,South Africa,2014-04-15,Sensitive,Sensitive,A
Pnc_1893,South Africa,2010-07-01,Sensitive,Resistant,A
Pnc_1894,USA,2014-05-05,Sensitive,Resistant,B
Pnc_1895,USA,2020-11-15,Sensitive,Resistant,A
Pnc_1896,South Africa,2020-05-10,Sensitive,Sensitive,B
Pnc_1897,USA,2004-04-02,Sensitive,Sensitive,B
Pnc_1898,USA,2012-05-05,Sensitive,Sensitive,B
Pnc_1899,South Africa,2002-05-25,Resistant,Sensitive,A
Pnc_1900,USA,2014-11-30,Sensitive,Sensitive,B
Pnc_1901,South Africa,2019-10-09,Resistant,Sensitive,A
Pnc_1902,USA,2020-11-03,Resistant,Sensitive,B
Pnc_1903,South Africa,2018-10-02,Resistant,Sensitive,B
Pnc_1904,South Africa,2000-09-30,Sensitive,Sensitive,B
Pnc_1905,USA,2005-01-04,Sensitive,Sensitive,A
Pnc_1906,USA,2008-04-16,Sensitive,Sensitive,B
Pnc_1907,South Africa,2011-06-29,Resistant,Sensitive,A
Pnc_1908,South Africa,2012-12-13,Sensitive,Sensitive,B
Pnc_1909,South Africa,2009-08-09,Sensitive,Sensitive,B
Pnc_1910,USA,2013-05-28,Sensitive,Sensitive,A
Pnc_1911,South Africa,2013-03-28,Sensitive,Sensitive,A
Pnc_1912,South Africa,2004-08-10,Sensitive,Sensitive,A
Pnc_1913,South Africa,2007-10-15,Sensitive,Sensitive,A
Pnc_1914,South Africa,2006-01-26,Resistant,Sensitive,B
Pnc_1915,USA,2001-03-03,Sensitive,Resistant,A
Pnc_1916,South Africa,2004-11-03,Sensitive,Sensitive,A
Pnc_1917,South Africa,2013-11-28,Sensitive,Sensitive,B
Pnc_1918,USA,2018-05-03,Sensitive,Sensitive,B
Pnc_1919,South Africa,2008-07-04,Resistant,Resistant,A
Pnc_1920,South Africa,2015-05-20,Sensitive,Sensitive,B
Pnc_1921,South Africa,2011-07-16,Sensitive,Sensitive,A
Pnc_1922,South Africa,2015-08-13,Sensitive,Sensitive,B
Pnc_1923,South Africa,2011-08-11,Resistant,Sensitive,A
Pnc_1924,South Africa,2004-03-19,Sensitive,Sensitive,A
Pnc_1925,South Africa,2002-09-27,Sensitive,Sensitive,A
Pnc_1926,South Africa,2005-11-10,Sensitive,Sensitive,A
Pnc_1927,USA,2010-12-19,Resistant,Resistant,B
Pnc_1928,South Africa,2017-07-28,Sensitive,Sensitive,A
Pnc_1929,South Africa,2007-07-13,Resistant,Sensitive,B
Pnc_1930,South Africa,2016-10-30,Resistant,Sensitive,A
Pnc_1931,South Africa,2005-08-23,Sensitive,Sensitive,A
Pnc_1932,USA,2000-04-14,Sensitive,Resistant,A
Pnc_1933,South Africa,2011-12-01,Sensitive,Sensitive,A
Pnc_1934,USA,2012-02-02,Sensitive,Resistant,A
Pnc_1935,South Africa,2009-03-04,Resistant,Sensitive,A
Pnc_1936,South Africa,2020-08-02,Sensitive,Sensitive,B
Pnc_1937,USA,2017-12-10,Sensitive,Resistant,B
Pnc_1938,South Africa,2012-09-08,Resistant,Sensitive,B
Pnc_1939,South Africa,2011-03-15,Resistant,Sensitive,B
Pnc_1940,USA,2018-09-18,Sensitive,Resistant,B
Pnc_1941,South Africa,2006-08-01,Resistant,Sensitive,A
Pnc_1942,USA,2003-09-01,Sensitive,Sensitive,B
Pnc_1943,USA,2012-06-13,Sensitive,Resistant,B
Pnc_1944,South Africa,2018-09-12,Sensitive,Sensitive,B
Pnc_1945,USA,2011-01-06,Sensitive,Resistant,B
Pnc_1946,South Africa,2010-02-09,Sensitive,Resistant,B
Pnc_1947,South Africa,2016-08-27,Resistant,Sensitive,A
Pnc_1948,USA,2001-02-01,Sensitive,Sensitive,B
Pnc_1949,South Africa,2015-07-09,Sensitive,Sensitive,B
Pnc_1950,South Africa,2011-04-28,Sensitive,Sensitive,A
Pnc_1951,South Africa,2017-05-13,Resistant,Resistant,B
Pnc_1952,USA,2020-03-08,Sensitive,Sensitive,B
Pnc_1953,USA,2000-08-21,Sensitive,Resistant,B
Pnc_1954,USA,2001-01-01,Sensitive,Sensitive,A
Pnc_1955,USA,2016-07-16,Resistant,Resistant,B
Pnc_1956,USA,2020-02-25,Sensitive,Resistant,B
Pnc_1957,South Africa,2016-11-11,Sensitive,Sensitive,A
Pnc_1958,USA,2013-04-06,Sensitive,Resistant,B
Pnc_1959,USA,2013-09-28,Resistant,Sensitive,B
Pnc_1960,South Africa,2016-05-24,Resistant,Resistant,A
Pnc_1961,USA,2019-07-02,Sensitive,Sensitive,B
Pnc_1962,South Africa,2007-05-18,Resistant,Sensitive,B
Pnc_1963,USA,2000-06-12,Sensitive,Resistant,A
Pnc_1964,USA,2010-02-12,Sensitive,Sensitive,B
Pnc_1965,USA,2017-10-07,Sensitive,Sensitive,B
Pnc_1966,South Africa,2017-11-15,Sensitive,Sensitive,B
Pnc_1967,South Africa,2015-04-24,Resistant,Sensitive,A
Pnc_1968,South Africa,2010-04-29,Sensitive,Sensitive,A
Pnc_1969,South Africa,2019-11-22,Resistant,Resistant,B
Pnc_1970,South Africa,2001-09-24,Sensitive,Sensitive,A
Pnc_1971,USA,2014-06-09,Sensitive,Resistant,B
Pnc_1972,USA,2019-09-12,Sensitive,Resistant,B
Pnc_1973,South Africa,2000-06-13,Sensitive,Sensitive,B
Pnc_1974,South Africa,2013-10-16,Resistant,Sensitive,A
Pnc_1975,South Africa,2008-03-14,Sensitive,Sensitive,B
Pnc_1976,South Africa,2006-04-11,Resistant,Sensitive,A
Pnc_1977,USA,2015-12-11,Sensitive,Sensitive,B
Pnc_1978,South Africa,2010-12-10,Resistant,Sensitive,A
Pnc_1979,South Africa,2004-01-10,Sensitive,Sensitive,A
Pnc_1980,USA,2001-04-23,Sensitive,Resistant,A
Pnc_1981,USA,2017-07-18,Sensitive,Sensitive,B
Pnc_1982,South Africa,2016-04-10,Resistant,Sensitive,A
Pnc_1983,South Africa,2006-01-27,Sensitive,Sensitive,B
Pnc_1984,South Africa,2011-11-10,Sensitive,Sensitive,A
Pnc_1985,USA,2002-09-11,Sensitive,Resistant,A
Pnc_1986,South Africa,2012-05-15,Resistant,Sensitive,B
Pnc_1987,USA,2018-05-16,Sensitive,Resistant,B
Pnc_1988,South Africa,2002-07-07,Sensitive,Resistant,B
Pnc_1989,USA,2016-03-14,Sensitive,Sensitive,B
Pnc_1990,USA,2009-02-17,Sensitive,Resistant,A
Pnc_1991,South Africa,2016-10-11,Resistant,Sensitive,B
Pnc_1992,USA,2004-01-31,Resistant,Sensitive,B
Pnc_1993,South Africa,2015-06-16,Sensitive,Sensitive,B
Pnc_1994,USA,2003-10-07,Sensitive,Resistant,A
Pnc_1995,South Africa,2002-01-11,Resistant,Sensitive,A
Pnc_1996,USA,2003-07-16,Sensitive,Resistant,B
Pnc_1997,South Africa,2012-06-19,Sensitive,Resistant,B
Pnc_1998,USA,2014-08-04,Sensitive,Resistant,B
Pnc_1999,South Africa,2014-03-10,Resistant,Sensitive,B
Pnc_2000,USA,2001-02-26,Sensitive,Resistant,B
